author,key
Timos K. Sellis,journals/sigmod/VassiliadisS99|journals/sigmod/SnodgrassACFLLORRSV99|journals/sigmod/FrankGGJKLMNPSSSTW99|journals/dr/Sellis00b|journals/dr/Sellis00a|journals/dr/Sellis00|journals/dr/Sellis00c|journals/dr/Sellis00d|journals/tkde/SellisG90|journals/tkde/SellisLR93|journals/tods/Sellis88|journals/vldb/PapadiasS94|journals/vldb/JensenMRS93|journals/vldb/GrantLRS93|journals/vldb/IoannidisNSS97|conf/icde/TheodoridisSS98|conf/er/TheodoratosS98|conf/sigmod/IoannidisS89|conf/sigmod/SellisS85|conf/sigmod/SellisLR88|conf/sigmod/PapadiasTSE95|conf/sigmod/FaloutsosSR87|conf/sigmod/Sellis86|conf/sigmod/NgFS91|conf/sigmod/Sellis87|conf/pods/TheodoridisS96|conf/ssdbm/TheodoridisSPM98|conf/edbt/SellisL92|conf/vldb/TheodoratosS97|conf/vldb/SellisRF87|conf/vldb/FaloutsosNS91|conf/vldb/IoannidisNSS92|journals/debu/RaschidSL89|journals/mms/VazirgiannisTS98|journals/jiis/TheodoratosS00|journals/jiis/IoannidisS92|journals/sigmod/Sellis89|journals/sigmod/GhoshLS88|journals/sigmod/SellisLR89|journals/tc/FaloutsosNS95|journals/tse/RoussopoulosMSF91|journals/tse/RoussopoulosFS88|journals/vlc/PapadiasS95|journals/dke/TheodoratosS99|journals/dke/ShimSN94|journals/dke/TheodoridisPSS98|journals/dke/SellisRMF88|journals/is/Sellis88|journals/is/SellisRN90|journals/vldb/MirbelPSTV00|conf/vdb/DalamagasSS98|conf/dexa/PapadiasTS94|conf/dpds/RaschidSL88|conf/igis/TheodoridisS94|conf/caise/TheodoratosLS99|conf/dawak/TheodoratosS99|conf/eds/SellisR88|conf/eds/KungHISSS84|conf/eds/StonebrakerSH86|conf/icmcs/TheodoridisVS96|conf/cosit/PapadiasS93|conf/vldb/SellisRF97
Timothy A. Budd,journals/acta/BuddA82
Timothy A. H. Bell,journals/jasis/MoffatB95
Timothy Arndt,journals/tkde/CostagliolaTA92|journals/tse/ChangYDA88
Timothy Arnold-Moore,conf/dl/Arnold-MooreAS97|conf/icail/Arnold-Moore95|conf/icail/Arnold-Moore97|conf/adc/Arnold-MooreFLTW95
Timothy C. Bell,journals/jasis/BellMNWZ93|journals/ipm/MoffatSWB94|journals/csur/BellWC89|journals/spe/McKenzieHB90
Timothy C. K. Chou,journals/tse/ChouA82
Timothy C. Winkler,conf/popl/HalpernWWW85
Timothy Catlin,conf/ht/CatlinBY89
Timothy D. Korson,journals/cacm/McGregorK90|journals/cacm/McGregorK90a
Timothy Daly,conf/aaai/SchorDLT86
Timothy E. Lindquist,conf/er/LindquistLL87
Timothy G. Lindholm,conf/iclp/LindholmO87
Timothy Griffin,journals/debu/GriffinT94|journals/sigmod/GriffinK98|journals/tkde/GriffinLT97|conf/sigmod/GriffinH97|conf/sigmod/ColbyGLMT96|conf/sigmod/GriffinL95|conf/pods/BenediktGL96|conf/lics/Griffin88|conf/views/ColbyG96
Timothy Grose,conf/vldb/BrantGLM91
Timothy J. Hickey,journals/cacm/HickeyC84|journals/toplas/CohenH87
Timothy J. Norman,journals/sigmod/JenningsNF98|journals/ijcis/JenningsFJNOW96
Timothy M. Chan,conf/compgeom/Chan96|conf/compgeom/Chan97
Timothy M. Guinther,journals/tc/CameronCGKKNNS91
Timothy Malkemus,journals/debu/JhingranMP97|conf/sigmod/SimmenSM96|conf/edbt/SimmenSM96
Timothy P. Hart,journals/ai/YatesRH70
Timothy P. Mann,journals/tocs/CheritonM89|conf/wmrd/HisgenBJMSS90|conf/hotos/HisgenBMSS89
Timothy R. Hill,conf/icde/HillS87
Timothy W. Finin,journals/aim/NechesFFGPSS91|conf/cikm/FininFMM94|conf/cikm/LabrouF94|conf/aaai/McKayFO90|conf/eds/FininS84|conf/kr/PatilFPMFGN92
Timour Katchaounov,conf/coopis/KatchaounovJR00|conf/coopis/JosifovskiKR99
Tin A. Nguyen,conf/dasfaa/NguyenWH91|journals/aim/NguyenPLP87|conf/ijcai/NguyenPLP85
Tin-Fook Ngai,conf/er/LeungCYN98
Tina M. Harvey,journals/spe/HansonHR93|conf/oopsla/HansonHR91
Ting-Ting Y. Lin,conf/dac/YehCL91
Tinghe Fei,conf/icde/FeiBS84|journals/tc/RaschidFLS86
Tirthankar Lahiri,conf/sigmod/LahiriJJC98|conf/vldb/BridgeJKLLM97|conf/vldb/JoshiBLL98
Tirza Hirst,conf/pods/HirstH93
Tito Pena,conf/sigmod/BressanGFJHKLMPQSS97
Titus D. M. Purdin,journals/tse/AndrewsSHP87
Tiziana Catarci,journals/tkde/CatarciCCLS96|journals/vldb/CatarciSC97|conf/er/CatarciF88|conf/er/CatarciS88|conf/sigmod/CatarciS94|conf/ssdbm/CatarciS90|conf/vldb/CatarciDL90|journals/jiis/CatarciCS94|journals/tse/AngelaccioCS90|journals/dke/CatarciDL95|journals/is/CatarciSA93|conf/vdb/Catarci91|conf/vdb/BatiniCCL91|conf/coopis/CatarciL93|conf/coopis/CardiffCS95
Tiziana Margaria,conf/dasfaa/FreitagSMZ95|conf/idl/FreitagMS94
To-Yat Cheung,journals/ipl/Cheung82|journals/tc/Cheung82|journals/cacm/Cheung82
Tobias Mayr,conf/sigmod/BonnetBCCCHKMMOSS99|conf/sigmod/MayrS99|conf/sigmod/GodfreySE98
Tobias Nipkow,journals/jar/MartinN88|conf/popl/NipkowP93
Tobias Wenner,conf/btw/AbramowiczDGLLRRW87
Tobin J. Lehman,journals/tkde/LehmanSC92|conf/icde/LehmanG96|conf/sigmod/LehmanC87|conf/sigmod/AnanthanarayananGKLP93|conf/sigmod/LehmanC86|conf/vldb/LehmanL89|conf/vldb/GottemukkalaL92|conf/vldb/LehmanC86|journals/tse/KatzL84|journals/ibmsj/ReinwaldLPG96|conf/hpts/LehmanC85|conf/pos/ReinwaldDCLPS94|conf/fodo/LehmanC89
Tobun D. Ng,journals/jasis/ChenMKNS98
Toby Bloom,conf/oopsla/BloomZ87
Toby J. Teorey,journals/dr/Teorey00|journals/tkde/TeoreyN98|journals/csur/TeoreyYF86|journals/tods/YaoDT76|conf/dolap/UchiyamaRT99|conf/er/Teorey90|conf/er/WeiT91|conf/er/JanakiramanWBT91|conf/er/BehmT93|conf/sigmod/TeoreyD76|conf/dasfaa/ParkT89|conf/vldb/DasTY75|conf/vldb/LumGSTJSFTYRKNSABJ79|conf/vldb/IraniPT79|journals/debu/TeoreyACFSW82|journals/sigmod/Teorey89|journals/csur/TeoreyF80|journals/csur/TeoreyF80a|journals/cacm/TeoreyWBK89|journals/cacm/TeoreyP72|journals/dke/ParkTL89|conf/jcdkb/FryT78
Todd A. Anderson,conf/sigmod/AndersonBKW98
Todd A. Proebsting,conf/sigcomm/OMalleyPM94
Todd C. Mowry,conf/asplos/MowryLG92
Todd D. Drake,journals/cacm/KaplanKBLD90
Todd D. Millstein,conf/pods/MillsteinLF00|conf/aaai/FriedmanLM99
Todd Eavis,conf/icdt/DehneHR01
Todd King,conf/ssdbm/KingJW94
Todd R. Davies,conf/ijcai/DaviesR87
Todd R. Kushner,journals/tc/KushnerWR82
Tohru Kikuno,conf/icde/SugiharaMKY84|conf/srds/SugiharaKYO84
Tohru Moto-Oka,conf/sigmod/FushimiKNTM85|journals/ngc/GotoTM84|journals/ngc/KitsuregawaTM83|conf/fgcs/Moto-OkaTAHM84|conf/fodo/FushimiKTM85
Tok Wang Ling,journals/tods/LingTK81|conf/icde/LingG92|conf/er/LeeLLK99|conf/er/Ling85|conf/er/EmbleyL89|conf/er/Ling87|conf/er/LeeL97|conf/er/LingL91|conf/er/LingL92|conf/er/Ling88|conf/er/LingL98|conf/er/LeeL95|conf/er/JarzabekL95|conf/er/LingT94|conf/dasfaa/LingTY93|conf/dasfaa/LingT95|conf/dasfaa/SungL91|conf/dasfaa/LingL93|conf/dasfaa/LingS99|conf/edbt/LeeL98|conf/edbt/LiuL00|conf/vldb/LeeL99|conf/vldb/LeeL96|journals/ngc/Ling90|journals/jiis/GrantLL93|journals/dke/Ling85|journals/dke/Ling87|journals/dke/LingL96|conf/dexa/LeeL97|conf/dexa/LeeL94|conf/dexa/LingT93|conf/ds/YanL92
Tolga Bozkaya,journals/tods/BozkayaO99|conf/sigmod/BozkayaO97|conf/ssdbm/LeeBKOO96|journals/tkde/LeeSBBOO99|conf/cikm/BozkayaYO97
Tolga Gesli,conf/adbis/EvrendilekDG95
Tolga Urhan,journals/debu/AmsalegBFTU97|conf/sigmod/UrhanFA98|conf/pdis/AmsalegFTU96
Tolga Yurek,conf/sigmod/AgrawalASY97
Tom Barclay,journals/vldb/NybergBCGL95|conf/sigmod/NybergBCGL94|conf/sigmod/BarclaySG00|journals/sigmod/BarclayBGS94
Tom Brinck,journals/tochi/HillBRPW94
Tom Bylander,journals/ai/BylanderATJ91|journals/aim/BylanderM86|journals/ijmms/BylanderC87|conf/kr/BylanderATJ89
Tom Cain,journals/software/SetliffKC93
Tom DeMarco,conf/icde/DeMarcoS84|conf/icse/DeMarcoS84
Tom Fawcett,journals/datamine/FawcettP97
Tom Fisher,conf/nossdav/ZhangF92
Tom Heilandt,journals/ife/HeilandtK93
Tom Kehler,journals/cacm/FikesK85
Tom Khabaza,journals/cacm/BrachmanKKPS96
Tom Love,journals/tse/CurtisSMBL79|conf/ldrs/Love77
Tom M. Mitchell,journals/ai/Mitchell82|journals/ml/MitchellKK86|journals/aim/Mitchell97|journals/aim/SleemanLM82|journals/cacm/MitchellCFMZ94|conf/aaai/CravenFMMNS98|conf/db-workshops/BorgidaMW85|conf/ijcai/Mitchell83|conf/ijcai/JoachimsFM97|conf/ijcai/Mitchell77|conf/ijcai/MitchellUNB81|conf/ijcai/SmithMCB77
Tom Rando,journals/internet/HardwickSRM97|journals/cacm/HardwickSRM96
Tom Rodden,conf/cscw/HughesKRA94|conf/cscw/Rodden96
Tom Sadler,conf/popl/EmersonSS89
Tom T. Carey,journals/cacm/MasonC83
Tom Tedrick,conf/eurocrypt/BergerPT84|conf/crypto/Tedrick84
Tom W. Keller,journals/tkde/JenqTK89|conf/icde/JenqTK89|conf/sigmod/CopelandABK88|conf/sigmod/CopelandK89|conf/vldb/CopelandKKS89|conf/iwdm/SmithABCKSY89|conf/sigmetrics/AlexanderKB87
Tom Wimberg,conf/vldb/BernsteinGW93
Tomas Blain,conf/sigmod/BlainDMQ85
Tomas Dolezal,conf/adbis/Dolezal99
Tomas Hruska,conf/er/HruskaK97
Tomas Hrycej,conf/ecai/Hrycej88a
Tomas Lozano,journals/cacm/RothnieL74
Tomasz Imielinski,journals/sigmod/SnodgrassGIMSU98|journals/dr/Imielinski99|journals/tkde/ImielinskiVB97|journals/tkde/AgrawalIS93|journals/cacm/ImielinskiM96|journals/cacm/ImielinskiB94|journals/tods/ChomickiI93|journals/vldb/BarbaraI95|conf/sigmod/ChomickiI89|conf/sigmod/BarbaraI94|conf/sigmod/ImielinskiNV91|conf/sigmod/ImielinskiVB94|conf/sigmod/ImielinskiL83|conf/sigmod/ImielinskiL82|conf/sigmod/Imielinski86|conf/sigmod/ImielinskiL82a|conf/sigmod/HsuI85|conf/sigmod/AgrawalCFGHIIMMSS94|conf/sigmod/AgrawalIS93|conf/pods/ImielinskiL83|conf/pods/Imielinski87|conf/pods/ChomickiI88|conf/pods/ImielinskiS84|conf/pods/ImielinskiN88|conf/pods/ImielinskiV89|conf/dasfaa/HsuI89|conf/icdt/Imielinski95|conf/adbis/ImielinskiV98|conf/edbt/BonnerI90|conf/edbt/ImielinskiVB94|conf/vldb/ImielinskiL81|conf/vldb/ImielinskiB92|conf/vldb/AgrawalGIIS92|journals/jlp/Imielinski87|journals/debu/Imielinski89|journals/amai/Imielinski91|journals/sigmod/ImielinskiB93|journals/sigmod/KrishnamurthyI91|journals/jcss/ImielinskiMV95|journals/jcss/ImielinskiL84|journals/jacm/Imielinski91|journals/jacm/ImielinskiL84|journals/sigops/BadrinathAI93|conf/kdd/ImielinskiVA96|conf/pods/ImielinskiL82|conf/wmrd/BadrinathI92|conf/icdcs/BadrinathAI94|conf/adbt/ImielinskiL82|conf/adbt/Imielinski82|conf/ijcai/Imielinski85|conf/ijcai/Imielinski87|conf/dood/ImielinskiNV91
Tomasz Kowaltowski,journals/spe/LucchesiK93
Tomasz Ksiezyk,conf/sigmod/BohrerBBCFHKKMNRRSUUW97a|conf/sigmod/BohrerBBCFHKKMNRRSUUW97|journals/dpd/SinghCHJKOSTW97|conf/coopis/HuhnsJKSSC93
Tomasz Luczak 0001,conf/fct/FischerHLL93
Tomasz Pietrzykowski,conf/slp/CoxP87
Tomaz Domajnko,conf/adbis/JuricWRHBDZ99|journals/sigplan/HerickoJZRDK98
Tomaz Turk,conf/adbis/JaklicSDGGKRT99
Tomek Strzalkowski,conf/trec/StrzalkowskiLC97
Tomi Männistö,journals/sigmod/RoddickABDEGHLMMMW00|conf/er/MannistoS99|conf/ecoop/PeltonenMAS94
Tomi Silander,conf/kdd/KontkanenMST98
Tomio Kishimoto,conf/dasfaa/KasaharaK89
Tommaso Bolognesi,journals/cn/BolognesiB87
Tommaso Mostardi,conf/edbt/BelcastroDKKMMMSST88|journals/is/Mostardi90
Tommi S. Jaakkola,journals/jair/SaulJJ96
Tomoyuki Nonomura,conf/dasfaa/KajimotoN91
Tomás Feder,conf/icdt/FederS92|conf/stoc/FederM91|conf/stoc/FederV93|conf/stoc/FederMPOW00
Tomás Isakowitz,journals/tods/CliffordDIJS97|conf/edbt/CliffordI94|journals/tois/IsakowitzSL95|journals/cacm/IsakowitzSB95
Tomás Lang,journals/tods/LangWF77|conf/vldb/FernandezSL75|journals/ibmrd/FernandezLW78
Tomás Lozano-Pérez,conf/ijcai/BrooksL83
Toncan Duong,conf/dasfaa/DuongHN93|conf/coopis/DuongHN93
Toneluh Andrew Yang,conf/icde/ShekharY92|conf/ssd/ShekharY91
Tong Lu,conf/icde/HanZL93|conf/deductive/HanL92
Tong Zhou,conf/sigmod/ZhouLP99|conf/sigmod/LiuPTBBZBHY98|conf/cikm/ZhouPL98|conf/pdis/ZhouPL96|conf/icdcs/LiuPBZ96
Toni Bollinger,conf/kdd/AgrawalMSSAB96
Toni Urpí,journals/debu/UrpiO92|conf/icde/TenienteU95|conf/edbt/DeckerTU96|conf/vldb/UrpiO92|conf/caise/CostalTUF96|conf/daisd/Urpi91|conf/ride/UrpiO94
Tony C. T. Kuo,conf/icmcs/KuoC96
Tony DeRose,journals/tkde/AmadorBBDFNNSSSSWW93
Tony Di Sera,conf/ssdbm/SargentFCSMLC96
Tony P. Ng,conf/icde/Ng90|journals/tocs/Ng89
Tony Printezis,journals/sigmod/AtkinsonDJPS96
Tony T. Lee,conf/icde/LaiL87|journals/tse/LeeL88
Toon Calders,conf/icdt/CaldersP01
Topher Cooper,conf/oopsla/SchaffertCBKW86
Tor Didriksen,conf/vldb/DidriksenGD95
Toralf Unger,conf/adbis/UngerH97
Toramatsu Shintani,conf/iclp/Shintani88|conf/lp/ShintaniKHT86
Torben Bach Pedersen,conf/icde/PedersenJ99|conf/ssdbm/PedersenJ98|conf/vldb/PedersenJD99
Torben Hagerup,journals/ipl/HagerupR90|journals/jal/DietzfelbingerHKP97
Torben U. Zahle,conf/vldb/ChristensenZ87|conf/vldb/KjellbergZ84
Tore Bratvold,conf/cikm/BarjiBMS98
Tore Dalenius,conf/pods/ReissPD82
Tore Risch,journals/debu/RischS92|journals/tkde/LitwinR92|journals/vldb/FahlR97|conf/icde/GrufmanSEGR97|conf/icde/SkoldR96|conf/coopis/KatchaounovJR00|conf/adbis/FlodinOR98|conf/edbt/KarlssonLR96|conf/vldb/LinR98|conf/vldb/JosifovskiR99|conf/vldb/Risch89|conf/vldb/Risch80|conf/vldb/FlodinR95|journals/jiis/JosifovskifR99|journals/cacm/RischRHD88|conf/cikm/LinRSB96|conf/cikm/LinR97|conf/dexa/RischW91|conf/ngits/FahlRS93|conf/aaai/RebohR86|conf/coopis/JosifovskiKR99
Torgrim Gjelsvik,conf/iwdm/BratbergsengenG89
Torsten Grabs,conf/ride/GrabsBS01|conf/icde/GrabsBS01
Torsten Grust,journals/jiis/GrustS99|conf/bncod/GrustKGHS97|conf/dood/GlucheGMS97
Torsten Polle,conf/er/BiskupMPS96|conf/adbis/BiskupMP95
Torsten Suel,conf/icdt/MuthukrishnanPS99|conf/edbt/ArgePRSVV00|conf/vldb/ArgePRSV98|conf/vldb/JagadishKMPSS98|conf/soda/ArgePRSV98|conf/spaa/GoudreauLRST96
Toru Imai,conf/mm/ImaiYM94
Toru Ishida 0001,journals/tkde/IshidaY92|journals/tkde/IshidaSNF95|journals/tkde/Ishida91|journals/tkde/YokooDIK98|journals/tkde/Ishida94|conf/aaai/IshidaYG90|conf/aaai/Ishida88|conf/aaai/GasserI91|conf/icdcs/YokooDIK92
Toshiaki Kurokawa,conf/iclp/TakagiYUKHCST84
Toshiaki Takewaki,conf/iwdm/ItohTY87|conf/fgcs/MonoiMITSS88
Toshiaki Yoshino,conf/icde/IshikawaIYHM86|journals/expert/IchikawaIYHM87
Toshiharu Hasegawa,conf/edbt/KusumiNH90|conf/vldb/MuroIMH83|journals/tse/MuroIMH85|journals/tse/MasuyamaINH87|journals/pe/JingTH96|conf/iwdm/NishioWOH87
Toshihide Ibaraki,journals/tods/KatohIK85|journals/tods/IbarakiK84|journals/tods/IbarakiKM87|conf/vldb/IbarakiKM83|conf/vldb/MuroIMH83|journals/ipl/IbarakiK83|journals/dc/IbarakiNK95|journals/algorithmica/KatohKI87|journals/tse/MuroIMH85|journals/tse/IbarakiKK88|journals/tse/MasuyamaINH87
Toshihiko Hamano,conf/er/HamanoTK98
Toshihiro Nemoto,conf/dasfaa/NemotoKT97
Toshihisa Takagi,conf/dasfaa/GotoST93
Toshikazu Hiramoto,conf/dasfaa/MasaiYISMSHY89
Toshikazu Kato,conf/edbt/HirataK92|conf/dexa/KatoK90
Toshimi Minoura,journals/debu/WiederholdBM91|journals/tods/IbarakiKM87|conf/icde/MinouraP84|conf/icde/LiuM86|conf/vldb/IbarakiKM83|journals/jcss/MuroKM84|journals/jacm/Minoura82|journals/tse/MinouraW82|conf/berkeley/Minoura79|conf/berkeley/Minoura78|conf/srds/LiuM83
Toshimi Tagashira,conf/caise/TagashiraAAK97
Toshimo Tagashira,conf/dexa/AritsugiTAK97
Toshinori Munakata,journals/cacm/MunakataJ94
Toshio Matsuura,conf/usenix/FujikawaSMNM91
Toshio Yokoi,conf/iclp/TakagiYUKHCST84
Toshiro Wakayama,journals/tkde/MurataSW91
Toshitsugu Yuba,conf/ifip/UemuraYKOS80
Toshiyuki Amagasa,conf/er/AmagasaATK98|conf/dexa/AritsugiTAK97|conf/caise/TagashiraAAK97|conf/dexaw/AmagasaAK98
Toshiyuki Nakamura,conf/vldb/NakamuraM78
Toshiyuki Shibata,conf/icde/MatsumotoST84
Tosiyasu L. Kunii,conf/dasfaa/KanasakiK91|conf/dasfaa/KanasakiK89|conf/dasfaa/KrishnanK91|conf/dasfaa/LeeK89|conf/vldb/KuniiK77|journals/computer/ChangK81|conf/dexa/KrishnanK90|conf/db-workshops/DavisK79
Toufic M. Mezher,journals/aim/SilvermanM92
Tova Milo,journals/debu/AbiteboulCMMSZ99|journals/vldb/AbiteboulCM98|conf/sigmod/AbiteboulCM95|conf/sigmod/JagadishLMSV99|conf/sigmod/ConsensM94|conf/sigmod/BeeriM93|conf/pods/MendelzonM97|conf/pods/ConsensM95|conf/pods/BeeriMT96|conf/pods/JagadishMM95|conf/pods/GrumbachM93|conf/pods/MiloSV00|conf/pods/MendelzonMW94|conf/pods/BeeriM92|conf/pods/BeeriM91|conf/pods/MiloS99|conf/icdt/AbiteboulCM97|conf/icdt/GrumbachM95|conf/icdt/BeeriM99|conf/icdt/MiloS99|conf/dbpl/GrumbachMK93|conf/dbpl/BeeriMT97|conf/vldb/AbiteboulCM93|conf/vldb/AbiteboulAAACHHMMMMSTV99|conf/vldb/AbiteboulACEMM99|conf/vldb/MiloZ98|conf/vldb/BeeriM91|journals/jodl/AbiteboulCCMMS97|journals/jodl/MendelzonMM97|journals/jcss/GrumbachM96|conf/webdb/BeeriEMSSTKKMS98|conf/bda/AbiteboulACMV98|conf/pdis/MendelzonMM96
Toyoaki Nishida,conf/aaai/NishidaMKD91
Traci Guynup,conf/ssdbm/MilaskGHKM97
Tracy Mullen,journals/computer/AtkinsBDGMRSVWW96
Tracy Pham,conf/icde/YuZMKWPD95|conf/icde/YangYLDWP94|conf/icde/MengYKWPD93
Tracy Schunke,conf/pos/KochSDVMFB90
Tran Cao Son,conf/icde/BaralGS98|journals/mta/BaralGS98|conf/slp/BaralS97
Travis Emmitt,conf/sigir/FrenchPVEP98
Trent Jaeger,conf/cscw/LeePJW96
Trevor H. Jones,conf/icde/SongJ95|conf/er/SongJ93|conf/er/JonesS95|journals/dke/JonesS96|conf/cikm/SongJ93
Trevor Hastie,conf/kdd/HastieT95
Trevor Hopkins,conf/ecoop/WilliamsWH87
Trevor T. Moores,journals/tkde/Moores98
Tripatinder S. Chowdhry,journals/computer/TenenbaumCH97
Trishul M. Chilimbi,conf/pldi/ChilimbiHL99
Tsae-Chiu Chen,conf/icde/ChenR89
Tsae-Feng Yu,conf/cikm/SuLAYY95|conf/dasfaa/SemeczkoSYW97|journals/jiis/SuLYAYL96
Tsan-sheng Hsu,conf/ssdbm/HsuK97|journals/siamcomp/HsuR93|conf/isaac/HsuK96|conf/focs/Hsu92|conf/focs/HsuR91|conf/cocoon/HsuK96
Tsang Ming Jiang,conf/icde/YuJ88
Tsau Young Lin,conf/dbsec/Lin90
Tse-Men Koon,conf/icde/KoonO86
Tse-Yu Yeh,conf/micro/YehP91
Tse-Yun Feng,journals/tc/WuF81
Tsu-Wu J. Chou,journals/siamcomp/ChouC82
Tsuguo Ishizuka,conf/icde/ToriiKYSTKTI87
Tsun S. Chow,journals/tse/Chow78
Tsuneharu Ohsawa,journals/cacm/WatanabeOS83
Tsunehiko Kameda,journals/dc/IbarakiNK95
Tsunehiro Aibara,conf/dasfaa/MurakamiA89
Tsutomu Ishikawa,conf/conpar/MomoiSKI86
Tsutomu Maruyama,conf/fgcs/Moto-OkaTAHM84
Tsutomu Ohkawa,conf/icse/SunoharaTUO81
Tsz S. Cheng,conf/cikm/ChengGN93|conf/cikm/ChengG94
Tung Huynh,journals/cn/PfeiferFH95
Tung X. Bui,journals/tois/BuiJ86
Tuomas Sandholm,conf/aaai/Sandholm93
Tuong Dao,conf/dasfaa/DaoST97|conf/adc/DaoST96
Tushar Deepak Chandra,journals/jacm/ChandraT96|journals/jacm/ChandraHT96|conf/podc/AguileraSSAC99|conf/icdcs/BanavarCMNSS99
Tushar Tambay,conf/pdis/TulshibagwalePMTP94
Tuyet-Tram Dang-Ngoc,conf/er/GardarinSD99|conf/vldb/BouganimCDDGS99
Tzachi Rosen,conf/kdd/DomshlakGGLMRS98
Tzay Y. Young,journals/tse/YoungL80
Tze-Jie Yu,journals/tse/YuSD88
Tzekwan Lau,conf/icde/ChengDLS99
Tzi-cker Chiueh,journals/tkde/ChiuehK93|conf/icde/ChiuehK94|conf/sigmod/ChiuehK91|conf/dasfaa/ChiuehK91|conf/vldb/Chiueh94|conf/mm/ChiuehK93|conf/ics/Chiueh95
Tzong-An Su,journals/tkde/SuO91
Tzong-Chen Wu,journals/ipm/ChangW92
Tzong-yu Paul Lee,conf/icde/FerrariL84
Tzung-Pei Hong,journals/tkde/HongT97|journals/tkde/HongT94
Tzvi Raz,journals/dke/RazB92
Tzy-Hey Chang,journals/tkde/ChangS92
Tzyy-Long Jiang,conf/icde/JiangC84
U. Bussolati,conf/vldb/BussolatiM81
U. Kersten,conf/vldb/BreitwieserK79
U. Madhov,journals/pe/AnantharamHMW94
U. Nixdorf,conf/ssdbm/GrossmanQVXDLMQMLMPBCLLNSS94
U. Prädel,conf/icde/PradelSU86|conf/sigmod/SchlageterRPU82|conf/vldb/DadamLPS85|conf/icod/UnlandPS83|conf/gi/PradelSU82
U. Wiebking,conf/er/HeuerFW90
Udai Gupta,journals/siamcomp/GuptaLW82
Udaiprakash Gupta,journals/jacm/Gupta79
Uday R. Kulkarni,journals/tkde/KulkarniR97
Uday S. Reddy,conf/slp/Reddy84|conf/slp/PyoR89|conf/slp/Reddy85|conf/popl/MishraR85|conf/lfp/Reddy88
Udi Manber,journals/debu/ManberB98|journals/tods/ManberL84|conf/pods/ManberL82|journals/ipl/WuMMM90|journals/ipl/ManberB91|journals/cn/BowmanDHMS95|journals/tse/Manber84|journals/cacm/WuM92|journals/cacm/BowmanDMS94|journals/siamcomp/ManberM93|conf/cpm/Baeza-YatesCMW94|conf/pods/Manber96|conf/usenix/ManberW94|conf/usenix/Manber94
Udo Hahn,conf/ijcai/ReimerH83
Udo Kelter,conf/pods/Kelter88|conf/edbt/KelterD96|journals/is/Keller87|conf/stacs/Kelter86|conf/sp/Kelter91
Udo Nink,conf/ssdbm/Nink97|conf/vldb/NinkHR99|journals/ife/HarderMNR95|conf/btw/NinkR97|conf/cad/Nink96
Udo Pletat,journals/tkde/BeierlePS93|journals/ai/BeierleHPSS92|conf/lilog/PletatL89|conf/csl/BeierleDPRSS88
Udo W. Lipeck,journals/debu/LipeckGS94|conf/icde/GertzL93|conf/er/LipeckN86|conf/sigmod/Lipeck86|conf/mfdbs/BrassL89|conf/icdt/Lipeck88|conf/dbpl/ErwigL91|conf/edbt/BrassL92|conf/vldb/EhrichLG84|journals/tcs/Lipeck90|journals/is/LipeckS87|conf/fmldo/LipeckZ91|conf/tdb/SaakeL87|conf/wg/LipeckF88|conf/tfais/LipeckEG85|conf/csl/SaakeL88|conf/dood/BrassL91
Udo W. Pooch,journals/csur/PoochN73|journals/csur/Pooch74
Uffe Kock Wiil,conf/ht/WiilL93
Ugo Madama,journals/tkde/FeliceM98
Ugo Montanari,journals/ai/MontanariR91|journals/cacm/Montanari70|journals/cacm/MartelliM78|journals/toplas/MartelliM82
Ugo de'Liguoro,journals/iandc/BarbaneraDL95
Ugur Halici,conf/sigmod/DogacHKOONDMAKE96|conf/icdt/HaliciAD97|journals/sigmod/DogacDKOONEHAKKM95|journals/tse/HaliciD91|journals/tse/HaliciD89|conf/ngits/ArpinarAHD97|conf/ride/DogacDKOONEHAKM96
Ugur Çetintemel,conf/icde/CetintemelFG00|conf/amcp/AksoyABCFWZ98|conf/krdb/CetintemelJFGS98
Uinam J. Choi,journals/tods/LiewCL85
Ulf Leser,conf/vldb/NaumannLF99|conf/btw/Leser99
Ulf Nilsson,conf/slp/Nilsson93
Ulf R. Schmerl,journals/tcs/BerghammerES95
Ulf Schreier,conf/vldb/SchreierPAM91|conf/vldb/Schreier93
Ulf Sundin,conf/caise/McBrienNPSSTTW91
Ulf Wingstedt,conf/er/RosengrenWBK93
Ulrich Bechtold,journals/ipl/BechtoldK84
Ulrich Fauser,conf/berkeley/FauserN79
Ulrich Fiedler,conf/ride/AlonsoFHLSW99
Ulrich Finke,conf/icde/BeckerHF93
Ulrich Gramm,journals/cn/BrillG91
Ulrich Güntzer,conf/cikm/LukasiewiczKKG95|conf/icde/StegerSGK89|conf/icde/GuntzerKB87|conf/sigmod/GuntzerKT91|conf/dasfaa/ThoneGK95|conf/dasfaa/SarreG91|conf/adbis/ArgentonG97|conf/edbt/KiesslingTG92|journals/ife/KiesslingG90|journals/jiis/KostlerKTG95|conf/btw/BayerGKS87|conf/btw/SchmidtKGB89|conf/slp/SchmidtKGB87|conf/iski/KiesslingG94|conf/dood/KostlerKTG93|conf/dood/SchmidtSGKAB89
Ulrich Hamann,conf/comad/LudascherHL95
Ulrich Hedtstück,journals/ai/BeierleHPSS92
