author,key
Alan G. Merten,conf/sigmod/NavatheM75|conf/vldb/YaoM75|conf/sigmod/MertenF74|conf/sigmod/YamaguchiM74|conf/sigmod/BehymerOM74
Alan G. Quan,conf/ijcai/SchwuttkeQ93
Alan H. Goldfine,conf/er/Goldfine85|journals/sigmod/FongG86
Alan J. Demers,conf/pdis/TerryDPSTW94|journals/toplas/DonahueD85|journals/toplas/RepsTD83|journals/siamcomp/JohnsonDUGG74|conf/popl/DemersRT81|conf/popl/DemersDS78|conf/pldi/BoehmDS91|conf/sosp/TerryTPDSH95|conf/sosp/PetersenSTTD97|conf/podc/DemersGHIL87
Alan J. Kent,journals/tkde/Sacks-DavisKRTZ95|journals/tods/Sacks-DavisK87|conf/vldb/KentSR88|journals/acj/ThomKS91|conf/dexa/FullerKSTWZ91
Alan J. Perlis,journals/cacm/DeMilloLP79
Alan Jay Smith,journals/tods/Smith78|journals/vldb/SinghalS97|journals/tocs/Smith85|journals/tc/HillS89|journals/tse/Smith81a|journals/csur/Smith82|journals/cacm/Smith81
Alan K. Mackworth,journals/ai/MackworthF93|journals/ai/Mackworth92|journals/ai/Mackworth77|journals/ai/KleerMR92|journals/ai/ReiterM89
Alan Kaplan,conf/pos/KaplanW94
Alan L. Cox,journals/computer/AmzaCDKLRYZ96|conf/isca/KeleherCZ92
Alan L. Rector,conf/icde/GobleGNR93|conf/ids/HawGR94
Alan L. Tharp,journals/tkde/BrainT94|conf/icde/RuchteT87|conf/dasfaa/OuT91|journals/is/TaiT81|journals/is/BrainT90|journals/is/HsiaoT88|journals/cj/OuT91|journals/spe/BrainT89|journals/spe/TharpT82|conf/icci/BoswellT90
Alan Lazar,journals/ijcis/BrachmanSTAHKL93
Alan M. Davis,journals/cacm/Davis88|journals/cacm/BersoffD91
Alan M. Frieze,journals/jacm/DyerFK91|journals/siamcomp/DyerF88|conf/soda/BroderFU93|conf/focs/FriezeKV98|conf/stoc/BroderCFM98
Alan M. Frisch,journals/ai/Frisch91|journals/ai/FrischH94|conf/kr/Frisch89
Alan M. Mainwaring,journals/pc/Tucker94
Alan Mycroft,journals/ai/MycroftO84
Alan P. Batson,journals/computer/McKeeKWWSAB98
Alan P. Parkes,journals/mta/NackP97
Alan P. Sexton,conf/cdb/Sexton97
Alan P. Sheng,conf/icde/PrellS84
Alan Purdy,journals/debu/MaierOP85|journals/tois/PurdySM87|conf/oopsla/MaierSOP86
Alan R. Aronson,journals/tods/JacobsAK82|journals/jasis/WrightNAR99
Alan R. Dennis,journals/cacm/NunamakerDVVG91
Alan R. Downing,conf/parbase/DowningGP90|conf/wmrd/DowningGP90
Alan R. Hevner,conf/vldb/BlankinshipHY91|journals/ac/HevnerR88|journals/tois/YaoHSL84|journals/tois/HevnerWY85|journals/tse/HevnerY79|journals/tse/ApersHY83|journals/dke/ElmasriWH85|conf/berkeley/HevnerY78
Alan R. Katz,journals/computer/ReynoldsPKFD85
Alan R. Segal,journals/tse/RiddleWSSS78
Alan Ray,journals/ipm/TavakoliR92
Alan S. Ferrency,journals/tse/MyersMMFFKMKD97
Alan Shaw,journals/csur/FurutaSS82
Alan Siegel,conf/stoc/FiatNSSS88|conf/stoc/FiatNSS88
Alan Snyder,journals/tse/LiskovS79|journals/cacm/LiskovSAS77|conf/oopsla/Snyder86
Alan Sussman,journals/sigmod/ChangASS98|conf/icde/ChangMASSS97|conf/iopads/AcharyaUBMBHSS96
Alan W. Biermann,conf/ac/Biermann85
Alan W. Brown,conf/bncod/BrownTD90
Alan W. Nordstrom,journals/iandc/NordstromR67
Alan Weiss,journals/tse/KruskalW85
Alan de Pennington,journals/tkde/McKayBP96
Alasdair Urquhart,journals/jacm/Urquhart87
Albert A. Angehrn,journals/cacm/AngehrnD98
Albert Burger,journals/tkde/KumarB92|conf/icde/KumarB91
Albert Chang,journals/tocs/ChangM88|conf/sosp/ChangM87
Albert Chen,journals/debu/ChenKPSSVZ93
Albert Chuang-shi Yu,journals/computer/LiuLSYCZ91
Albert Croker,journals/tkde/DharV93|journals/tods/CliffordC94|conf/icde/CrokerM86|conf/icde/CliffordC87|journals/debu/CliffordC88|journals/expert/DharC88
Albert D. Alexandrov,conf/spaa/AlexandrovISS95
Albert Endres,journals/tse/Endres75
Albert G. Burger,conf/bncod/BurgerT94
Albert H. Stone III,conf/er/FullertonSH83
Albert J. Turner,journals/tse/BasiliT75
Albert John Camilleri,conf/tphol/Camilleri97
Albert L. Baker,journals/tse/BakerZ79|journals/tse/BakerZ80
Albert L. Zobrist,journals/computer/ZobristN81
Albert Maier,journals/lncs/BenzschawelGLLMW91|conf/btw/LudwigWLMG89
Albert Mo Kim Cheng,journals/tkde/ChenC95|journals/tkde/ZupanC98|journals/tse/ChengBMW93|conf/aaai/TsaiC94|conf/rtss/WangMC90
Albert R. Meyer,journals/tcs/BrussM80|journals/toplas/GreifM81|journals/iandc/Meyer82|conf/focs/FischerM71|conf/popl/GreifM79|conf/popl/MeyerR86|conf/icalp/BloniarzFM76|conf/stoc/StockmeyerM73|conf/stoc/BrussM78
Albert Rubio,journals/jsc/NieuwenhuisR95
Albert S. Bergendahl,journals/computer/McDonaldGSDB87
Albert S. Hoagland,journals/computer/Hoagland85|journals/tc/Hoagland76
Albert Vernon,conf/icde/HansonCHKNPPV99
Albert Wang,journals/jpdc/KaddouraRW96
Albert Zündorf,conf/esec/SchurrWZ95
Alberto Apostolico,journals/algorithmica/ApostolicoP96
Alberto Belussi,journals/tkde/BelussiBC98|conf/vldb/BelussiF95|conf/cp/CataniaBB98|conf/ssd/BelussiBC97
Alberto Caprara,journals/tkde/CapraraFM95
Alberto Coen-Porisini,journals/debu/Coen-PorisiniLZ91|conf/future/Coen-PorisiniLZ92
Alberto Del Bimbo,journals/tkde/BimboVZ95|journals/tse/BimboCN93|journals/vlc/CorridoniBLH96|conf/vdb/BimboV98|conf/vl/BimboPS94
Alberto H. F. Laender,conf/er/LaenderF93|conf/er/CasanovaTL90|conf/er/SilvaLC96|conf/er/CasanovaCRL91|conf/er/SilvaLRG99|journals/dke/CasanovaTL93|journals/is/LaenderCCR94|journals/cj/FlynnL85|conf/cikm/Ribeiro-NetoLS99|conf/dexaw/OliveiraEALC95
Alberto Marchetti-Spaccamela,conf/pods/Marchetti-SpaccamelaPS87|journals/jlp/Marchetti-SpaccamelaPS91|journals/ai/DoniniLNHNM92|journals/tcs/AusielloIMN92|journals/jal/AusielloIMN91|conf/wg/FeuersteinM91|conf/stoc/KarpLM84
Alberto Martelli,journals/cacm/MartelliM78|journals/toplas/MartelliM82|conf/slp/MartelliMR86
Alberto Motta,conf/views/FerrariBBMS96
Alberto O. Mendelzon,journals/sigmod/SnodgrassHMOPRRWY98|journals/sigmod/FlorescuLM98|journals/dr/Mendelzon00|journals/dr/Mendelzon99|journals/dr/Mendelzon00a|journals/dr/Mendelzon99a|journals/cacm/ArocenaM98|journals/tods/Mendelzon84|journals/tods/MaierMS79|journals/tods/FaginMU82|journals/tods/MendelzonW91|conf/icde/HurtadoMV99|conf/icde/ArocenaM98|conf/dolap/HurtadoMV99|conf/er/ZhangM83|conf/sigmod/LaverMG83|conf/sigmod/CruzMW87|conf/sigmod/RafieiM97|conf/sigmod/ConsensM90|conf/sigmod/ConsensM93|conf/pods/GrahneMR92|conf/pods/GrahamM82|conf/pods/JagadishMM96|conf/pods/LakshmananM89|conf/pods/MendelzonM97|conf/pods/ChanM83|conf/pods/LevyMSS95|conf/pods/JagadishMM95|conf/pods/ConsensM90|conf/pods/MendelzonMW94|conf/icdt/HurtadoM01|conf/icdt/GrahneM99|conf/icdt/WoodMA88|conf/icdt/ConsensM90|conf/edbt/ConsensMV94|conf/edbt/MeccaMM98|conf/vldb/Mendelzon85|conf/vldb/MendelzonW89|conf/vldb/MendelzonM79|journals/ijcis/LinM98|journals/ipl/GrahamM82|journals/cn/ArocenaMM97|journals/jodl/MendelzonMM97|journals/sigmod/HasanMV96|journals/sigmod/ConsensCM92|journals/ai/KatsunoM92|journals/tcs/ConsensM93|journals/jcss/MaierMSU80|journals/jcss/GrahneMR97|journals/jacm/Mendelzon79|journals/jacm/ChanM87|journals/jacm/GrahamMV86|journals/ibmsj/ConsensEHMNRV94|journals/iandc/GrahneM95|journals/siamcomp/BeeriMSU81|journals/siamcomp/ChanM87|journals/siamcomp/MendelzonW95|conf/ifip/WilkieM83|conf/eds/CruzMW88|conf/pdis/MendelzonMM96|conf/fodo/RafieiM98|conf/kr/KatsunoM91|conf/stoc/BeeriMSU79|conf/stoc/BeeriFMMUY81|conf/icse/ConsensMR92|conf/ht/ConsensM89|conf/adbt/MaierMSU79|conf/ijcai/KatsunoM89
Alberto Silvestri,conf/vldb/LefonsST83
Albrecht Blaser,conf/ibm/BlaserS75|conf/gi/LehmannB79
Albrecht Schmiedel,journals/aim/Patel-SchneiderOKGMMMNSY90
Aldo Castillo,conf/icde/CastilloCS86
Alec Wolman,conf/asplos/RomerLVWWBBL96
Alejandra Garrido 0001,conf/ht/RossiSG97
Alejandro A. Schäffer,conf/stoc/FiatNSSS88
Alejandro A. Vaisman,conf/icde/HurtadoMV99|conf/dolap/HurtadoMV99
Alejandro D. Martínez,journals/ipl/MartinezWL90
Alejandro Gutiérrez,conf/vldb/GutierrezPST94
Alejandro P. Buchmann,journals/debu/BuchmannBKZ92|conf/icde/BuchmannZBW95|conf/icde/BuchmannMHD89|conf/icde/WuB98|conf/sigmod/BuchmannDZH95|conf/vldb/Buchmann85|conf/vldb/BatoryB84|journals/sigmod/DayalBBCHLMRSCLJ88|journals/sigmod/UlusoyB96|journals/sigmod/GuntherB90|journals/is/UlusoyB98|conf/btw/WuB97|conf/btw/DayalMBCGHOR87|conf/pos/Buchmann90|conf/rules/BrandingBKZ93|conf/nato/Buchmann93|conf/oodbs/BuchmannCV86|conf/oodbs/DayalBM88
Aleksandar Popovic,conf/adbis/BudimacIP99
Ales Zivkovic,conf/adbis/JuricWRHBDZ99|journals/sigplan/HerickoJZRDK98
Alessandra Chiuderi,conf/mfdbs/BarcucciCPV89
Alessandro Artale,journals/tkde/ArtaleCS96|conf/er/ArtaleF99|journals/jair/ArtaleF98|conf/pdk/ArtaleCS91
Alessandro Ciampichetti,journals/tkde/SamaratiBCJ97
Alessandro D'Atri,conf/sigmod/DAtriMS83|conf/pods/DAtriM84|conf/pods/DAtriFM87|conf/pods/AusielloDM85|conf/mfdbs/DAtriFLM87|conf/ssdbm/DAtriR88|conf/vldb/DAtriS84|journals/acr/DAtriM86|journals/debu/DAtriT89|journals/tcs/AusiellodM85|journals/jcss/AusielloDM86|journals/jacm/AusielloDS83|conf/caise/AhlsenDJLLRRSTBCSVVV91|conf/wg/BatiniDM81|conf/eds/MotroDT88|conf/adbt/AusielloDM82|conf/gg/BatiniD78
Alessandro Forin,conf/usenix/GolubDFR90
Alessandro Masci 0001,conf/icde/AtzeniMMMT97|conf/sigmod/MeccaAMMS98
Alessandro Provetti,journals/jlp/BaralGP97
Alessandro Saffiotti,conf/aaai/Saffiotti92|conf/aaai/Saffiotti90
Alex Delis,journals/debu/RoussopoulosCKDP95|journals/tkde/DelisR98|conf/vldb/DelisR92|journals/sigmod/RoussopoulosD91|journals/tse/DelisR93|conf/icdcs/DelisR94
Alex Farkas,conf/dbpl/FarkasD93|conf/pos/FarkasDKCMC92|conf/pos/KirbyCCMDF92
Alex G. Büchner,journals/sigmod/BuchnerM98
Alex Gorelik,conf/sigmod/GorelikWD94
Alex Kean,journals/jsc/KeanT90
Alex Klimovitski,journals/tse/MyersMMFFKMKD97
Alex Kononov,conf/edbt/RabinovichGK96
Alex Lopez-Suarez,journals/tkde/Lopez-SuarezK98|conf/ssdbm/McLeishCL88|conf/ssdbm/McLeishCL90
Alex Moenkeberg,journals/is/WeikumHMZ94
Alex Pang,conf/sigmod/NgLHP98|conf/sigmod/LakshmananNHP99
Alex Pentland,journals/ieeemm/PentlandPDH94|conf/spieSR/PentlandPS94
Alex Quilici,conf/vl/GorlickQ94|conf/ijcai/Quilici89
Alex Siegel,conf/sosp/OkiPSS93
Alex Thomo,conf/icdt/GrahneT01|conf/webdb/GrahneT00
Alex Tsukerman,conf/sigmod/SalzbergTGSUV90
Alexander A. Razborov,journals/cc/BorodinRS93|journals/jcss/RazborovR97
Alexander A. Sapozhenko,journals/tcs/BuroschDKKS91
Alexander A. Shvartsman,journals/csur/AbiteboulKMSV96|journals/dc/KanellakisS92|journals/jal/BussKRS96|conf/wdag/KanellakisMS93|conf/podc/KanellakisS91|conf/concur/KanellakisMS94
Alexander Aiken,journals/tods/AikenHW95|conf/icde/AikenCSW96|conf/sigmod/OlstonWACELSS98|conf/sigmod/AikenWH92|conf/fpca/AikenW93|conf/ppcp/Aiken94|conf/lics/AikenW92|conf/popl/AikenWL94|conf/vl/WoodruffWTSPCA94
Alexander Borgida,journals/sigmod/BorgidaCS98|journals/tkde/Borgida95|journals/tods/Borgida85|conf/sigmod/Borgida88|conf/sigmod/BorgidaB93|conf/sigmod/BorgidaBMR89|conf/sigmod/AgrawalBJ89|conf/sigmod/NixonCLBMS87|conf/pods/Borgida89|conf/dbpl/BorgidaMSW89|conf/vldb/BorgidaW85|conf/vldb/BorgidaW81|journals/debu/MylopoulosBGW84|journals/debu/SchmidtWBM89|journals/ai/Borgida96|journals/computer/BorgidaGM85|journals/tois/MylopoulosBJKT90|journals/jair/BorgidaP94|journals/tse/BorgidaMR95|journals/software/Borgida85|journals/is/MylopoulosBCRTW76|journals/is/GreenspanBM86|conf/cikm/Borgida94|conf/sde/MinskyB84|conf/ifip/BorgidaD92|conf/er/Borgida90|conf/aaai/CohenBH92|conf/db-workshops/GreenspanBM85|conf/db-workshops/NixonCLBMS85|conf/db-workshops/Borgida85|conf/db-workshops/BorgidaJMSV85|conf/db-workshops/BorgidaMW82|conf/db-workshops/BorgidaMW85|conf/wi/BorgidaGM85|conf/kr/BorgidaE89|conf/kr/Borgida92|conf/icse/GreenspanMB82|conf/icse/GreenspanMB94|conf/icse/BorgidaMR93|conf/dood/BorgidaW97
Alexander Brodsky 0001,journals/tods/WangBBJ97|conf/sigmod/BrodskyK95|conf/pods/BrodskyS89|conf/pods/BrodskyLLM95|conf/pods/BrodskyS91|conf/vldb/BrodskyJM93|journals/constraints/BrodskyJM97|journals/constraints/BrodskySCE97|conf/cdb/BrodskyS97|conf/ppcp/BrodskyL93|conf/sigmod/BrodskySCE99|conf/dood/BrodskyS89
Alexander C. Klaiber,conf/isca/KlaiberL91
Alexander Clausnitzer,journals/cn/ClausnitzerVW95|conf/ideas/ClausnitzerJMNRZ97
Alexander Dimai,conf/spieSR/Dimai97
Alexander Dupuy,journals/cacm/DupuySYB90
Alexander Forst,journals/dpd/ForstB95
Alexander Frommelt,conf/kdd/EsterFKS98
Alexander G. Hauptmann,conf/dl/WitbrockH97|journals/computer/WactlarCGH99|conf/aaai/Hauptmann91
Alexander Hinneburg,conf/icdt/AggarwalHK01|conf/vldb/KeimH99|conf/kdd/HinneburgK98|conf/vldb/HinneburgAK00
Alexander J. Pasik,journals/tkde/Pasik92|conf/sigmod/GordinP91
Alexander Kogan,journals/tkde/HammerK95|journals/ipl/HammerK92|journals/ai/HammerK93
Alexander L. Wolf,journals/tkde/CookWZ98|conf/sigmod/CookKWZ96|conf/sigmod/CookWZ94|conf/dbpl/TarrWW89|journals/sigmod/ShethGJRSWW96|journals/tosem/CookW98|journals/cacm/WiledenWRT91|conf/sde/WiledenWFT88|conf/sde/TaylorBCOSWWY88|conf/icse/CookW95|conf/icse/WiledenWRT90
Alexander Leitsch,conf/csl/Leitsch89
Alexander S. Szalay,conf/sigmod/SzalayGKT00
Alexander Serebrenik,conf/pods/CohenNS99|conf/coopis/CohenKKNSS00|conf/webdb/CohenKKNSS99
Alexander Thomasian,journals/tkde/Thomasian97|journals/tkde/Thomasian95|journals/tkde/Thomasian98|journals/csur/Thomasian95|journals/csur/Thomasian98|journals/tods/Thomasian93|journals/tods/FranaszekRT92|conf/icde/FranaszekRT90|conf/icde/ThomasianM94|conf/icde/Thomasian92|conf/icde/Thomasian91|conf/icde/Thomasian94|conf/icde/FranaszekRT91|conf/pdis/Thomasian94|journals/sigmod/Thomasian91|journals/tc/ThomasianN93|journals/tpds/ThomasianM97|journals/jacm/RyuT90|journals/tse/RyuT90|journals/tse/ThomasianR89|journals/tse/Thomasian85|journals/tse/ThomasianR91|journals/pe/Thomasian98|journals/pe/RyuT87|journals/pe/YuCDT89|journals/is/Thomasian96|conf/sigmetrics/Thomasian92|conf/sigmetrics/ThomasianR85|conf/icdcs/GolubchikT92|conf/icdcs/YuCDT86|conf/icdcs/FranaszekHRT92|conf/icdcs/Thomasian87
Alexander Tuzhilin,journals/tkde/DharT93|journals/tkde/SilberschatzT96|journals/tods/CliffordC94|conf/icde/TuzhilinK89|conf/pods/TuzhilinS85|conf/pods/KedemT89|conf/vldb/TuzhilinC90|conf/kdd/PadmanabhanT96|conf/kdd/PadmanabhanT98|conf/kdd/SilberschatzT95
Alexander W. Röhm,conf/adbis/PernulRH99
Alexander Zelikovsky,journals/algorithmica/Zelikovsky97
Alexandra Galatescu,conf/adbis/Galatescu97
Alexandra Poulovassilis,journals/vldb/PoulovassilisS96|conf/er/McBrienP97|conf/er/McBrienP99|conf/dbpl/SmallP91|conf/dbpl/PoulovassilisS97|conf/edbt/PoulovassilisK90|conf/vldb/PoulovassilisS91|conf/vldb/PoulovassilisS94|conf/vldb/PoulovassilisS93|journals/tois/PoulovassilisL94|journals/dke/PoulovassilisM98|journals/dke/LeveneP91|journals/dke/LorentzosPS95|journals/is/McBrienP98|journals/cj/LorentzosPS94|journals/cj/Poulovassilis92|conf/caise/McBrienP99|conf/bncod/TuvPL92|conf/bncod/Poulovassilis88
Alexandre Lefebvre,journals/ngc/Lefebvre94|conf/deductive/LefebvreBT92|conf/deductive/FriesenGLV93|conf/adc/LefebvreBT93|conf/fgcs/Lefebvre92|conf/dood/LefebvreV89
Alexandre P. de Carvalho 0001,conf/er/CasanovaCRL91|journals/is/LaenderCCR94
Alexandre V. Zamulin,conf/adbis/ScherbakovZ95|conf/adbis/Zamulin94|conf/edbt/Zamulin88|conf/ewdw/Zamulin94
Alexandros Biliris,journals/vldb/PanagosB97|conf/icde/PanagosBJR96|conf/icde/BilirisP95|conf/icde/Biliris90|conf/icde/BilirisP95a|conf/icde/Biliris92|conf/sigmod/BilirisP94|conf/sigmod/BilirisFOP96|conf/sigmod/BilirisDGJR94|conf/sigmod/ChooOLCGBPS96|conf/sigmod/OConnellISWABCCLPWW96|conf/sigmod/Biliris92|conf/pods/Biliris87|conf/dasfaa/ZhaoB93|conf/edbt/PanagosBJR96|conf/vldb/OzdenBRS94|journals/is/OzdenBRS95|journals/spe/BilirisDG93|conf/nato/BilirisO93|conf/awoc/Biliris86|conf/dac/Biliris89
Alexandros Labrinidis,journals/sigmod/LabrinidisR00|journals/vldb/KornLKF00|conf/sigmod/LabrinidisR00|conf/vldb/KornLKF98|conf/webdb/LabrinidisR99
Alexandros Moukas,conf/agents/ChavezMM97
Alexei Lisitsa,conf/icdt/YuL95
Alexei P. Stolboushkin,journals/tods/StolboushkinT98|conf/pods/StolboushkinT96|conf/pods/StoloboushkinT95|conf/lics/Stolboushkin95
Alexey Tsymbal,conf/adbis/TsymbalPT99|conf/ismis/PuuronenTT99
Alexis Koster,conf/icde/Koster87|conf/icde/KosterSS86
Alexius Ludeman,journals/aim/AckermanBGHKKKLLMOPSSY97
Alfons Kemper,journals/debu/KemperKZ99|journals/dr/Kemper99b|journals/dr/Kemper99a|journals/dr/Kemper99|journals/dr/Kemper99c|journals/tkde/KemperKM94|journals/csur/KemperW87|journals/vldb/SteinbrunnMK97|journals/vldb/KrivokapicKG99|journals/vldb/KemperK95|journals/vldb/BraumandlCKK00|conf/icde/KemperK93|conf/er/KemperLMWL90|conf/sigmod/KemperKM91|conf/sigmod/KemperM90|conf/sigmod/BraumandlKK99|conf/sigmod/KemperMPS94|conf/sigmod/DoppelhammerHKK97|conf/sigmod/KemperLW87|conf/edbt/GerlhofK94|conf/vldb/ClaussenKMP97|conf/vldb/BraumandlCK98|conf/vldb/KemperK94|conf/vldb/KemperMP93|conf/vldb/KemperM90|conf/vldb/SteinbrunnPMK95|conf/vldb/EicklerKK97|conf/vldb/LinnemannKDPEKSWW88|conf/vldb/KemperMS92|conf/vldb/KemperKW99|journals/ife/DadamDKL87|journals/sigmod/GerlhofKM96|journals/software/HorowitzKN85|journals/is/KemperM92|conf/btw/KemperW87|conf/btw/KemperMWZ91|conf/pos/GerlhofK94|conf/dexa/KemperM91|conf/dexa/KemperM90|conf/sigmod/KemperKM98|conf/ibm/LockemannKM90|conf/fodo/GerlhofKKM93|conf/jcdkb/DurrK88
Alfonso F. Cardenas,journals/debu/CardenasTCB93|journals/tkde/DionisioC98|journals/tkde/HorowitzC92|journals/tkde/CardenasITBB93|journals/tkde/ChuHCT98|journals/tods/CardenasAA83|conf/icde/Cardenas87|conf/icde/AvizienisCA84|conf/er/CardenasP79|conf/er/CardenasW85|conf/sigmod/LohmanSBMC83|conf/vldb/GhoshCMW79|conf/vldb/NahouraiiBC76|journals/computer/ChockCK81|journals/computer/PizanoKC89|journals/tse/JosephC88|journals/vlc/DionisioC96|journals/cacm/Cardenas75|journals/cacm/Cardenas73|journals/is/ChuCT95|journals/is/CardenasS75|journals/is/CardenasP80|journals/cj/CardenasS77
Alfonso Fuggetta,journals/tse/BandinelliFG93|conf/ewspt/BandinelliFGG92
Alfonso Quarati,conf/ride/BertinoQ92
Alfonso Valdes,conf/sp/JavitzV91
Alfred Aue,journals/tse/AueB94
Alfred Bröckers,conf/caise/BrockersG93
Alfred G. Dale,conf/icde/KimKD89|conf/er/KimKWD88|conf/sigmod/DaleD76|conf/sigmod/DaleD77|conf/vldb/DaleY77|conf/vldb/WaltonDJ91|journals/cj/ParsonsDY74|conf/iwdm/MenezesTDJ87
Alfred Kobsa,journals/aim/Patel-SchneiderOKGMMMNSY90
Alfred L. Brown,journals/ipl/MorrisonABD90|journals/toplas/MorrisonDCB91|journals/cj/DearleB88|journals/spe/MorrisonBBDD86|conf/pos/MorrisonBCCDA89|conf/pos/BushellDBV94|conf/pos/ConnorBCDMR90|conf/pos/ConnorBCDM89|conf/pos/BrownR90|conf/icse/MorrisonDBBA85|conf/oodbs/MorrisonBCCD88
Alfred Shannon,journals/tse/WetherellS79
Alfred Thirlez,conf/aaai/OwST88
Alfred V. Aho,journals/tods/AhoSU79|journals/tods/AhoU79|journals/tods/AhoBU79|conf/popl/AhoU79|conf/pods/Aho96|journals/jacm/AhoDU71|journals/jacm/AhoHU76|journals/jacm/AhoJU77|journals/jacm/Aho68|journals/csur/AhoJ74|journals/cacm/AhoC75|journals/toplas/AhoGT89|journals/iandc/AhoU71|journals/spe/AhoKW79|journals/siamcomp/AhoSU79|journals/siamcomp/AhoGU72|journals/siamcomp/AhoSSU81|conf/focs/AhoBU77|conf/sigmod/AhoSU78|conf/stoc/AhoHU73
Alfred Z. Spector,conf/sigmod/DanielsST87|conf/pods/Spector89|journals/debu/SpectorBDDDEMT86|journals/tocs/SchwarzS84|journals/jacm/BlochDS87|journals/tse/SpectorBDDEFHS85|journals/cacm/Spector82|journals/cacm/SpectorG86|journals/cacm/GiffordS84|journals/sigops/SpectorS83|conf/hpts/SpectorEDDBDPT87|conf/sosp/SpectorDDEP85|conf/sosp/SatyanarayananHNSSW85|conf/podc/DanielsS83
Alfredo Bautista,conf/vldb/LuqueRRB79
Alfredo Goñi,journals/tkde/IllarramendiBG94|conf/dasfaa/IllarramendiBMGP95|conf/coopis/MenaIG00|conf/dexa/BlancoIPG92|conf/cia/MenaIG00
Alfs T. Berztiss,journals/tkde/Berztiss93|journals/ipl/Berztiss87
Algirdas Avizienis,journals/tods/CardenasAA83|conf/icde/AvizienisCA84|journals/tc/NgA80|journals/tc/Avizinis76
Ali E. Dashti,journals/comcom/GhandeharizadehDS95
Ali Hamie,conf/uml/HamieCHKM98
Ali Keskin,journals/ijcs/MillerKPUK91
Ali Mili,journals/computer/BabbKOMGM85|journals/tse/MiliMM97|journals/tse/MiliMM95|conf/icse/MiliMM94
Ali Morfeq,conf/sigmod/KingM90|journals/debu/MorfeqKA89
Ali Orooji,conf/iwdm/BoyneHKO83|conf/parbase/KarimiBO90
Ali R. Hurson,journals/tods/BrightHP94|conf/cikm/DashH95|conf/sigmod/ChengH91|journals/ac/HursonMPES89|journals/ac/HursonMPC90|journals/ac/HursonB91|journals/computer/BrightHP92|journals/computer/HursonPC93|conf/pdis/ChengH91
Ali R. Kutay,conf/sigmod/KutayE83
Alia I. Abdelmoty,conf/cikm/AbdelmotyE95|journals/is/BarjaFPWDA95|conf/dexa/AbdelmotyPWFBD94|conf/ssd/AbdelmotyWP93
Alice C. Parker,conf/vldb/AfsarmaneshMKP85|conf/dac/GranackiP87
Alice H. Muntz,conf/vldb/MuntzR94|journals/cacm/AikenMR94
Alicia Abella,conf/aaai/AbellaK93
Alin Deutsch,journals/debu/DeutschFFLMS99|conf/sigmod/PopaDST00|conf/sigmod/BuchmannDZH95|conf/sigmod/DeutschFS99|conf/vldb/DeutschPT99|journals/cn/DeutschFFLS99
Alison Anderson,conf/ccs/AndersonLK94
Alison L. Kidd,journals/ijmms/KiddC85
Alison McKay,journals/tkde/McKayBP96
Alissa M. Howell,journals/sigmod/McLaughlinHBRHH88
Alistair C. Kilgour,conf/ids/PatonaK92
Alistair D. C. Holden,journals/ijmms/SuddarthH91
Alistair G. Sutcliffe,journals/cacm/MaidenS92|journals/ijmms/SutcliffeM92
Alistair Moffat,journals/tkde/MoffatZS97|journals/csur/MoffatZ95|journals/tods/ZobelMR98|conf/icde/MoffatZ94|conf/vldb/ZobelMS92|conf/vldb/ZobelMS93|journals/jasis/MoffatB95|journals/jasis/BellMNWZ93|journals/csys/Moffat92|journals/sigmod/ZobelMR96|journals/ipm/ZobelMWS95|journals/ipm/MoffatSWB94|journals/tois/MoffatZ96|journals/spe/Moffat89|journals/spe/ZobelM95|conf/focs/MoffatT85|conf/adc/MoffatZ94|conf/adc/ZobelMS93|conf/trec/MoffatZ94|conf/dcc/MoffatZ92|conf/sigir/MoffatZ92
Alistair N. Dunlop,journals/sigmod/PapianiWDN99
Alistair P. Barros,conf/dasfaa/HofstedeB99|conf/coopis/AalstBHK00|conf/caise/BarrosHP97
Alistair Sinclair,journals/iandc/SinclairJ89|journals/siamcomp/JerrumS89
Allan Borodin,journals/cc/BorodinRS93|journals/siamcomp/Borodin77|conf/stoc/BorodinLS87|conf/stoc/BorodinIRS91
Allan Bricker,journals/tkde/DeWittGSBHR90
Allan G. Bateson,journals/ijmms/BatesonAM87
Allan G. Bromley,journals/acta/Bromley80
Allan Gottlieb,journals/tc/GottliebGKMRS83
Allan J. Albrecht,journals/tse/AlbrechtG83
Allan L. Scherr,journals/ibmsj/Scherr93
Allan M. Collins,journals/cogsci/CollinsM89
Allan M. Schiffman,conf/compcon/TenenbaumMSW95
Allan M. Stavely,journals/tse/RiddleWSSS78
Allan MacLean,journals/cj/BarnardWM88
Allan Packer,conf/sigmod/TsueiPK97
Allan Porterfield,conf/asplos/CallahanKP91
Allan S. Jacobson,journals/cacm/JacobsonBO94
Allan Shepherd,conf/sigmod/ShepherdK84|conf/eds/ShepherdK84
Alle IJbema,conf/icde/BlankenIMA90|conf/icde/IJbemaB86
Allen Ballman,journals/ibmsj/WuYB98
Allen Brady Montz,conf/sigcomm/OMalleyPM94
Allen Brewer,conf/dl/BrewerDHK96
Allen E. Nix,journals/amai/NixV92
Allen Ginsberg,conf/mm/GinsbergA95|conf/aaai/Ginsberg88a|conf/aaai/Ginsberg88b
Allen Goldberg,journals/ipl/GoldbergPB82
